,originalquesid,questionid,title,question,views,vote,bookmarked,tags,link,answered,acceptedanswer,acceptedanswervotes,suggestedanswer,suggestedanswervotes,source,preparedquestion,preparedtitle,preparedtags
93,1240275,406230,Regular expression to match a line that doesn't contain a word,"
I know it's possible to match a word and then reverse the matches using other tools (e.g. grep -v). However, is it possible to match lines that do not contain a specific word, e.g. hede, using a regular expression? 
Input:
hoho
hihi
haha
hede

Code:
grep ""<Regex for 'doesn't contain hede'>"" input

Desired output:
hoho
hihi
haha

","3,546,662",4464,1654,regex regex-negation ,https://stackoverflow.com/questions/406230/regular-expression-to-match-a-line-that-doesnt-contain-a-word,31,"
The notion that regex doesn't support inverse matching is not entirely true. You can mimic this behavior by using negative look-arounds:
^((?!hede).)*$

The regex above will match any string, or line without a line break, not containing the (sub)string 'hede'. As mentioned, this is not something regex is ""good"" at (or should do), but still, it is possible. 
And if you need to match line break chars as well, use the DOT-ALL modifier (the trailing s in the following pattern):
/^((?!hede).)*$/s

or use it inline:
/(?s)^((?!hede).)*$/

(where the /.../ are the regex delimiters, i.e., not part of the pattern)
If the DOT-ALL modifier is not available, you can mimic the same behavior with the character class [\s\S]:
/^((?!hede)[\s\S])*$/

Explanation
A string is just a list of n characters. Before, and after each character, there's an empty string. So a list of n characters will have n+1 empty strings. Consider the string ""ABhedeCD"":
    ┌──┬───┬──┬───┬──┬───┬──┬───┬──┬───┬──┬───┬──┬───┬──┬───┬──┐
S = │e1│ A │e2│ B │e3│ h │e4│ e │e5│ d │e6│ e │e7│ C │e8│ D │e9│
    └──┴───┴──┴───┴──┴───┴──┴───┴──┴───┴──┴───┴──┴───┴──┴───┴──┘

index    0      1      2      3      4      5      6      7

where the e's are the empty strings. The regex (?!hede). looks ahead to see if there's no substring ""hede"" to be seen, and if that is the case (so something else is seen), then the . (dot) will match any character except a line break. Look-arounds are also called zero-width-assertions because they don't consume any characters. They only assert/validate something. 
So, in my example, every empty string is first validated to see if there's no ""hede"" up ahead, before a character is consumed by the . (dot). The regex (?!hede). will do that only once, so it is wrapped in a group, and repeated zero or more times: ((?!hede).)*. Finally, the start- and end-of-input are anchored to make sure the entire input is consumed: ^((?!hede).)*$
As you can see, the input ""ABhedeCD"" will fail because on e3, the regex (?!hede) fails (there is ""hede"" up ahead!).
",6137,"
Note that the solution to does not start with “hede”:
^(?!hede).*$

is generally much more efficient than the solution to does not contain “hede”:
^((?!hede).)*$

The former checks for “hede” only at the input string’s first position, rather than at every position.
",772,https://stackoverflow.com," 
i know possible match word reverse match using tool  e g  grep  v   however  possible match line contain specific word  e g  hede  using regular expression  
input 
hoho
hihi
haha
hede

code 
grep   regex  doesnot contain hede    input

desired output 
hoho
hihi
haha

", regular expression match line contain word, regex regex negation 
94,2109325,1279774,How can strip whitespaces in PHP's variable?,"
I know this comment PHP.net.
I would like to have a similar tool like tr for PHP such that I can run simply
tr -d "" "" """"

I run unsuccessfully the function php_strip_whitespace by
$tags_trimmed = php_strip_whitespace($tags);

I run the regex function also unsuccessfully
$tags_trimmed = preg_replace("" "", """", $tags);

","120,644",78,18,php string whitespace ,https://stackoverflow.com/questions/1279774/how-can-strip-whitespaces-in-phps-variable,14,"
A regular expression does not account for UTF-8 characters by default. The \s meta-character only accounts for the original latin set. Therefore, the following command only removes tabs, spaces, carriage returns and new lines
// http://stackoverflow.com/a/1279798/54964
$str=preg_replace('/\s+/', '', $str);

With UTF-8 becoming mainstream this expression will more frequently fail/halt when it reaches the new utf-8 characters, leaving white spaces behind that the \s cannot account for.
To deal with the new types of white spaces introduced in unicode/utf-8, a more extensive string is required to match and removed modern white space.
Because regular expressions by default do not recognize multi-byte characters, only a delimited meta string can be used to identify them, to prevent the byte segments from being alters in other utf-8 characters (\x80 in the quad set could replace all \x80 sub-bytes in smart quotes)
$cleanedstr = preg_replace(
    ""/(\t|\n|\v|\f|\r| |\xC2\x85|\xc2\xa0|\xe1\xa0\x8e|\xe2\x80[\x80-\x8D]|\xe2\x80\xa8|\xe2\x80\xa9|\xe2\x80\xaF|\xe2\x81\x9f|\xe2\x81\xa0|\xe3\x80\x80|\xef\xbb\xbf)+/"",
    ""_"",
    $str
);

This accounts for and removes tabs, newlines, vertical tabs, formfeeds, carriage returns, spaces, and additionally from here: 

nextline, non-breaking spaces, mongolian vowel separator, [en quad, em quad, en space, em space, three-per-em space, four-per-em space, six-per-em space, figure space, punctuation space, thin space, hair space, zero width space, zero width non-joiner, zero width joiner], line separator, paragraph separator, narrow no-break space, medium mathematical space, word joiner, ideographical space, and the zero width non-breaking space.  

Many of these wreak havoc in xml files when exported from automated tools or sites which foul up text searches, recognition, and can be pasted invisibly into PHP source code which causes the parser to jump to next command (paragraph and line separators) which causes lines of code to be skipped resulting in intermittent, unexplained errors that we have begun referring to as ""textually transmitted diseases""
[Its not safe to copy and paste from the web anymore. Use a character scanner to protect your code. lol]
",47,"
To strip any whitespace, you can use a regular expression
$str=preg_replace('/\s+/', '', $str);

See also this answer for something which can handle whitespace in UTF-8 strings.
",133,https://stackoverflow.com," 
i know comment php net 
i would like similar tool like tr php run simply
tr  d       

i run unsuccessfully function php strip whitespace by
 tags trimmed   php strip whitespace  tags  

i run regex function also unsuccessfully
 tags trimmed   preg replace           tags  

", strip whitespaces php s variable , php string whitespace 
95,3357553,2010892,Storing Objects in HTML5 localStorage,"
I'd like to store a JavaScript object in HTML5 localStorage, but my object is apparently being converted to a string.
I can store and retrieve primitive JavaScript types and arrays using localStorage, but objects don't seem to work.  Should they? 
Here's my code:
var testObject = { 'one': 1, 'two': 2, 'three': 3 };
console.log('typeof testObject: ' + typeof testObject);
console.log('testObject properties:');
for (var prop in testObject) {
    console.log('  ' + prop + ': ' + testObject[prop]);
}

// Put the object into storage
localStorage.setItem('testObject', testObject);

// Retrieve the object from storage
var retrievedObject = localStorage.getItem('testObject');

console.log('typeof retrievedObject: ' + typeof retrievedObject);
console.log('Value of retrievedObject: ' + retrievedObject);

The console output is
typeof testObject: object
testObject properties:
  one: 1
  two: 2
  three: 3
typeof retrievedObject: string
Value of retrievedObject: [object Object]

It looks to me like the setItem method is converting the input to a string before storing it.
I see this behavior in Safari, Chrome, and Firefox, so I assume it's my misunderstanding of the HTML5 Web Storage spec, not a browser-specific bug or limitation.
I've tried to make sense of the structured clone algorithm described in http://www.w3.org/TR/html5/infrastructure.html.  I don't fully understand what it's saying, but maybe my problem has to do with my object's properties not being enumerable (???)  
Is there an easy workaround?

Update: The W3C eventually changed their minds about the structured-clone specification, and decided to change the spec to match the implementations.  See https://www.w3.org/Bugs/Public/show_bug.cgi?id=12111. So this question is no longer 100% valid, but the answers still may be of interest.
","1,116,885",2608,821,javascript html local-storage ,https://stackoverflow.com/questions/2010892/storing-objects-in-html5-localstorage,22,"
Looking at the Apple, Mozilla and Mozilla again documentation, the functionality seems to be limited to handle only string key/value pairs.
A workaround can be to stringify your object before storing it, and later parse it when you retrieve it:
var testObject = { 'one': 1, 'two': 2, 'three': 3 };

// Put the object into storage
localStorage.setItem('testObject', JSON.stringify(testObject));

// Retrieve the object from storage
var retrievedObject = localStorage.getItem('testObject');

console.log('retrievedObject: ', JSON.parse(retrievedObject));

",3286,"
A minor improvement on a variant:
Storage.prototype.setObject = function(key, value) {
    this.setItem(key, JSON.stringify(value));
}

Storage.prototype.getObject = function(key) {
    var value = this.getItem(key);
    return value && JSON.parse(value);
}

Because of short-circuit evaluation, getObject() will immediately return null if key is not in Storage. It also will not throw a SyntaxError exception if value is """" (the empty string; JSON.parse() cannot handle that).
",635,https://stackoverflow.com," 
i d like store javascript object html5 localstorage  object apparently converted string 
i store retrieve primitive javascript type array using localstorage  object seem work   they  
here s code 
var testobject      one   1   two   2   three   3   
console log  typeof testobject      typeof testobject  
console log  testobject properties    
for  var prop testobject   
    console log        prop          testobject prop   
 

   put object storage
localstorage setitem  testobject   testobject  

   retrieve object storage
var retrievedobject   localstorage getitem  testobject   

console log  typeof retrievedobject      typeof retrievedobject  
console log  value retrievedobject      retrievedobject  

the console output is
typeof testobject  object
testobject properties 
  one  1
  two  2
  three  3
typeof retrievedobject  string
value retrievedobject   object object 

it look like setitem method converting input string storing it 
i see behavior safari  chrome  firefox  assume misunderstanding html5 web storage spec  browser specific bug limitation 
i ve tried make sense structured clone algorithm described http   www w3 org tr html5 infrastructure html   fully understand saying  maybe problem object s property enumerable        
is easy workaround 

update  w3c eventually changed mind structured clone specification  decided change spec match implementations   see https   www w3 org bugs public show bug cgi id 12111  question longer 100  valid  answer still may interest 
", storing object html5 localstorage, javascript html local storage 
96,2733873,215718,How can I reset or revert a file to a specific revision?,"
I have made some changes to a file which has been committed a few times as part of a group of files, but now want to reset/revert the changes on it back to a previous version. 
I have done a git log along with a git diff to find the revision I need, but just have no idea how to get the file back to its former state in the past.
","2,083,405",4706,1304,git version-control git-checkout ,https://stackoverflow.com/questions/215718/how-can-i-reset-or-revert-a-file-to-a-specific-revision,32,"
Assuming the hash of the commit you want is c5f567:
git checkout c5f567 -- file1/to/restore file2/to/restore

The git checkout man page gives more information.
If you want to revert to the commit before c5f567, append ~1 (where 1 is the number of commits you want to go back, it can be anything):
git checkout c5f567~1 -- file1/to/restore file2/to/restore

As a side note, I've always been uncomfortable with this command because it's used for both ordinary things (changing between branches) and unusual, destructive things (discarding changes in the working directory).
",6397,"
You can quickly review the changes made to a file using the diff command:
git diff <commit hash> <filename>

Then to revert a specific file to that commit use the reset command:
git reset <commit hash> <filename>

You may need to use the --hard option if you have local modifications.
A good workflow for managaging waypoints is to use tags to cleanly mark points in your timeline. I can't quite understand your last sentence but what you may want is diverge a branch from a previous point in time. To do this, use the handy checkout command:
git checkout <commit hash>
git checkout -b <new branch name>

You can then rebase that against your mainline when you are ready to merge those changes:
git checkout <my branch>
git rebase master
git checkout master
git merge <my branch>

",624,https://stackoverflow.com," 
i made change file committed time part group files  want reset revert change back previous version  
i done git log along git diff find revision need  idea get file back former state past 
", reset revert file specific revision , git version control git checkout 
97,1885525,226703,How do I prompt for Yes/No/Cancel input in a Linux shell script?,"
I want to pause input in a shell script, and prompt the user for choices.
The standard Yes, No, or Cancel type question.
How do I accomplish this in a typical bash prompt?
","1,031,014",1496,515,linux bash shell scripting ,https://stackoverflow.com/questions/226703/how-do-i-prompt-for-yes-no-cancel-input-in-a-linux-shell-script,31,"
The simplest and most widely available method to get user input at a shell prompt is the read command. The best way to illustrate its use is a simple demonstration:
while true; do
    read -p ""Do you wish to install this program?"" yn
    case $yn in
        [Yy]* ) make install; break;;
        [Nn]* ) exit;;
        * ) echo ""Please answer yes or no."";;
    esac
done

Another method, pointed out by Steven Huwig, is Bash's select command. Here is the same example using select:
echo ""Do you wish to install this program?""
select yn in ""Yes"" ""No""; do
    case $yn in
        Yes ) make install; break;;
        No ) exit;;
    esac
done

With select you don't need to sanitize the input – it displays the available choices, and you type a number corresponding to your choice. It also loops automatically, so there's no need for a while true loop to retry if they give invalid input.
Also, Léa Gris demonstrated a way to make the request language agnostic in her answer. Adapting my first example to better serve multiple languages might look like this:
set -- $(locale LC_MESSAGES)
yesptrn=""$1""; noptrn=""$2""; yesword=""$3""; noword=""$4""

while true; do
    read -p ""Install (${yesword} / ${noword})? "" yn
    case $yn in
        ${yesptrn##^} ) make install; break;;
        ${noptrn##^} ) exit;;
        * ) echo ""Answer ${yesword} / ${noword}."";;
    esac
done

Obviously other communication strings remain untranslated here (Install, Answer) which would need to be addressed in a more fully completed translation, but even a partial translation would be helpful in many cases.
Finally, please check out the excellent answer by F. Hauri.
",1677,"
At least five answers for one generic question.
Depending on

posix compliant: could work on poor systems with generic shell environments
bash specific: using so called bashisms

and if you want

simple ``in line'' question / answer (generic solutions)
pretty formatted interfaces, like ncurses or more graphical using libgtk or libqt...
use powerful readline history capability

1. POSIX generic solutions
You could use the read command, followed by if ... then ... else:
echo -n ""Is this a good question (y/n)? ""
read answer


# if echo ""$answer"" | grep -iq ""^y"" ;then


if [ ""$answer"" != ""${answer#[Yy]}"" ] ;then
    echo Yes
else
    echo No
fi

(Thanks to Adam Katz's comment: Replaced the test above with one that is more portable and avoids one fork:)
POSIX, but single key feature
But if you don't want the user to have to hit Return, you could write:
(Edited: As @JonathanLeffler rightly suggest, saving stty's configuration could be better than simply force them to sane.)
echo -n ""Is this a good question (y/n)? ""
old_stty_cfg=$(stty -g)
stty raw -echo ; answer=$(head -c 1) ; stty $old_stty_cfg # Careful playing with stty
if echo ""$answer"" | grep -iq ""^y"" ;then
    echo Yes
else
    echo No
fi

Note: This was tested under sh, bash, ksh, dash and busybox!
Same, but waiting explicitly for y or n:
#/bin/sh
echo -n ""Is this a good question (y/n)? ""
old_stty_cfg=$(stty -g)
stty raw -echo
answer=$( while ! head -c 1 | grep -i '[ny]' ;do true ;done )
stty $old_stty_cfg
if echo ""$answer"" | grep -iq ""^y"" ;then
    echo Yes
else
    echo No
fi

Using dedicated tools
There are many tools which were built using libncurses, libgtk, libqt or other graphical libraries. For example, using whiptail:
if whiptail --yesno ""Is this a good question"" 20 60 ;then
    echo Yes
else
    echo No
fi

Depending on your system, you may need to replace whiptail with another similiar tool:
dialog --yesno ""Is this a good question"" 20 60 && echo Yes

gdialog --yesno ""Is this a good question"" 20 60 && echo Yes

kdialog --yesno ""Is this a good question"" 20 60 && echo Yes

where 20 is height of dialog box in number of lines and 60 is width of  the dialog box. These tools all have near same syntax.
DIALOG=whiptail
if [ -x /usr/bin/gdialog ] ;then DIALOG=gdialog ; fi
if [ -x /usr/bin/xdialog ] ;then DIALOG=xdialog ; fi
...
$DIALOG --yesno ...

2. Bash specific solutions
Basic in line method
read -p ""Is this a good question (y/n)? "" answer
case ${answer:0:1} in
    y|Y )
        echo Yes
    ;;
    * )
        echo No
    ;;
esac

I prefer to use case so I could even test for yes | ja | si | oui if needed...
in line with single key feature
Under bash, we can specify the length of intended input for for the read command:
read -n 1 -p ""Is this a good question (y/n)? "" answer

Under bash, read command accepts a timeout parameter, which could be useful.
read -t 3 -n 1 -p ""Is this a good question (y/n)? "" answer
[ -z ""$answer"" ] && answer=""Yes""  # if 'yes' have to be default choice

3.  Some tricks for dedicated tools
More sophisticated dialog boxes, beyond simple yes - no purposes:
dialog --menu ""Is this a good question"" 20 60 12 y Yes n No m Maybe

Progress bar:
dialog --gauge ""Filling the tank"" 20 60 0 < <(
    for i in {1..100};do
        printf ""XXX\n%d\n%(%a %b %T)T progress: %d\nXXX\n"" $i -1 $i
        sleep .033
    done
) 

Little demo:
#!/bin/sh
while true ;do
    [ -x ""$(which ${DIALOG%% *})"" ] || DIALOG=dialog
    DIALOG=$($DIALOG --menu ""Which tool for next run?"" 20 60 12 2>&1 \
            whiptail       ""dialog boxes from shell scripts"" >/dev/tty \
            dialog         ""dialog boxes from shell with ncurses"" \
            gdialog        ""dialog boxes from shell with Gtk"" \
            kdialog        ""dialog boxes from shell with Kde"" ) || exit
    clear;echo ""Choosed: $DIALOG.""
    for i in `seq 1 100`;do
        date +""`printf ""XXX\n%d\n%%a %%b %%T progress: %d\nXXX\n"" $i $i`""
        sleep .0125
      done | $DIALOG --gauge ""Filling the tank"" 20 60 0
    $DIALOG --infobox ""This is a simple info box\n\nNo action required"" 20 60
    sleep 3
    if $DIALOG --yesno  ""Do you like this demo?"" 20 60 ;then
        AnsYesNo=Yes; else AnsYesNo=No; fi
    AnsInput=$($DIALOG --inputbox ""A text:"" 20 60 ""Text here..."" 2>&1 >/dev/tty)
    AnsPass=$($DIALOG --passwordbox ""A secret:"" 20 60 ""First..."" 2>&1 >/dev/tty)
    $DIALOG --textbox /etc/motd 20 60
    AnsCkLst=$($DIALOG --checklist ""Check some..."" 20 60 12 \
        Correct ""This demo is useful""        off \
        Fun        ""This demo is nice""        off \
        Strong        ""This demo is complex""        on 2>&1 >/dev/tty)
    AnsRadio=$($DIALOG --radiolist ""I will:"" 20 60 12 \
        "" -1"" ""Downgrade this answer""        off \
        ""  0"" ""Not do anything""                on \
        "" +1"" ""Upgrade this anser""        off 2>&1 >/dev/tty)
    out=""Your answers:\nLike: $AnsYesNo\nInput: $AnsInput\nSecret: $AnsPass""
    $DIALOG --msgbox ""$out\nAttribs: $AnsCkLst\nNote: $AnsRadio"" 20 60
  done

More sample? Have a look at Using whiptail for choosing USB device and USB removable storage selector: USBKeyChooser
5. Using readline's history
Example:
#!/bin/bash

set -i
HISTFILE=~/.myscript.history
history -c
history -r

myread() {
    read -e -p '> ' $1
    history -s ${!1}
}
trap 'history -a;exit' 0 1 2 3 6

while myread line;do
    case ${line%% *} in
        exit )  break ;;
        *    )  echo ""Doing something with '$line'"" ;;
      esac
  done

This will create a file .myscript.history in your $HOME directory, than you could use readline's history commands, like Up,  Down, Ctrl+r and others.
",551,https://stackoverflow.com," 
i want pause input shell script  prompt user choices 
the standard yes  no  cancel type question 
how accomplish typical bash prompt 
", prompt yes no cancel input linux shell script , linux bash shell scripting 
98,5192512,2242471,Clearing a string buffer/builder after loop,"
How do you clear the string buffer in Java after a loop so the next iteration uses a clear string buffer?
","152,066",122,20,java string buffer ,https://stackoverflow.com/questions/2242471/clearing-a-string-buffer-builder-after-loop,8,-,-,"
One option is to use the delete method as follows:
StringBuffer sb = new StringBuffer();
for (int n = 0; n < 10; n++) {
   sb.append(""a"");

   // This will clear the buffer
   sb.delete(0, sb.length());
}

Another option (bit cleaner) uses setLength(int len):
sb.setLength(0);

See Javadoc for more info:
",135,https://stackoverflow.com," 
how clear string buffer java loop next iteration us clear string buffer 
", clearing string buffer builder loop, java string buffer 
99,1167361,105372,How to enumerate an enum,"
How can you enumerate an enum in C#?
E.g. the following code does not compile:
public enum Suit
{
    Spades,
    Hearts,
    Clubs,
    Diamonds
}

public void EnumerateAllSuitsDemoMethod()
{
    foreach (Suit suit in Suit)
    {
        DoSomething(suit);
    }
}

And it gives the following compile-time error:

It fails on the Suit keyword, the second one.
","804,580",3877,650,c# .net loops enums enumeration ,https://stackoverflow.com/questions/105372/how-to-enumerate-an-enum,29,"
foreach (Suit suit in (Suit[]) Enum.GetValues(typeof(Suit)))
{
}

Note: The cast to (Suit[]) is not strictly necessary, but it does make the code 0.5 ns faster.
",4748,"
It looks to me like you really want to print out the names of each enum, rather than the values. In which case Enum.GetNames() seems to be the right approach.
public enum Suits
{
    Spades,
    Hearts,
    Clubs,
    Diamonds,
    NumSuits
}

public void PrintAllSuits()
{
    foreach (string name in Enum.GetNames(typeof(Suits)))
    {
        System.Console.WriteLine(name);
    }
}

By the way, incrementing the value is not a good way to enumerate the values of an enum. You should do this instead.
I would use Enum.GetValues(typeof(Suit)) instead.
public enum Suits
{
    Spades,
    Hearts,
    Clubs,
    Diamonds,
    NumSuits
}

public void PrintAllSuits()
{
    foreach (var suit in Enum.GetValues(typeof(Suits)))
    {
        System.Console.WriteLine(suit.ToString());
    }
}

",717,https://stackoverflow.com," 
how enumerate enum c  
e g  following code compile 
public enum suit
 
    spades 
    hearts 
    clubs 
    diamonds
 

public void enumerateallsuitsdemomethod  
 
    foreach  suit suit suit 
     
        dosomething suit  
     
 

and give following compile time error 

it fails suit keyword  second one 
", enumerate enum, c   net loop enums enumeration 
100,5455014,4486787,"Jackson with JSON: Unrecognized field, not marked as ignorable","
I need to convert a certain JSON string to a Java object. I am using Jackson for JSON handling. I have no control over the input JSON (I read from a web service). This is my input JSON:
{""wrapper"":[{""id"":""13"",""name"":""Fred""}]}

Here is a simplified use case:
private void tryReading() {
    String jsonStr = ""{\""wrapper\""\:[{\""id\"":\""13\"",\""name\"":\""Fred\""}]}"";
    ObjectMapper mapper = new ObjectMapper();  
    Wrapper wrapper = null;
    try {
        wrapper = mapper.readValue(jsonStr , Wrapper.class);
    } catch (Exception e) {
        e.printStackTrace();
    }
    System.out.println(""wrapper = "" + wrapper);
}

My entity class is:
public Class Student { 
    private String name;
    private String id;
    //getters & setters for name & id here
}

My Wrapper class is basically a container object to get my list of students:
public Class Wrapper {
    private List<Student> students;
    //getters & setters here
}

I keep getting this error and ""wrapper"" returns null. I am not sure what's missing. Can someone help please?
org.codehaus.jackson.map.exc.UnrecognizedPropertyException: 
    Unrecognized field ""wrapper"" (Class Wrapper), not marked as ignorable
 at [Source: java.io.StringReader@1198891; line: 1, column: 13] 
    (through reference chain: Wrapper[""wrapper""])
 at org.codehaus.jackson.map.exc.UnrecognizedPropertyException
    .from(UnrecognizedPropertyException.java:53)

","821,127",727,133,java json data-binding jackson ,https://stackoverflow.com/questions/4486787/jackson-with-json-unrecognized-field-not-marked-as-ignorable,39,-,-,"
You can use Jackson's class-level annotation:
import com.fasterxml.jackson.annotation.JsonIgnoreProperties

@JsonIgnoreProperties
class { ... }

It will ignore every property you haven't defined in your POJO. Very useful when you are just looking for a couple of properties in the JSON and don't want to write the whole mapping. More info at Jackson's website. If you want to ignore any non declared property, you should write:
@JsonIgnoreProperties(ignoreUnknown = true)

",1045,https://stackoverflow.com," 
i need convert certain json string java object  using jackson json handling  control input json  i read web service   input json 
  wrapper     id   13   name   fred    

here simplified use case 
private void tryreading    
    string jsonstr       wrapper        id     13     name     fred       
    objectmapper mapper   new objectmapper     
    wrapper wrapper   null 
    try  
        wrapper   mapper readvalue jsonstr   wrapper class  
      catch  exception e   
        e printstacktrace   
     
    system out println  wrapper       wrapper  
 

my entity class is 
public class student   
    private string name 
    private string id 
      getters   setter name   id here
 

my wrapper class basically container object get list students 
public class wrapper  
    private list student  students 
      getters   setter here
 

i keep getting error  wrapper  return null  sure what s missing  someone help please 
org codehaus jackson map exc unrecognizedpropertyexception  
    unrecognized field  wrapper   class wrapper   marked ignorable
  source  java io stringreader 1198891  line  1  column  13  
     through reference chain  wrapper  wrapper   
 org codehaus jackson map exc unrecognizedpropertyexception
     from unrecognizedpropertyexception java 53 

", jackson json  unrecognized field  marked ignorable, java json data binding jackson 
101,22489398,10382929,How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,"
I am trying to use Notepad++ as my all-in-one tool edit, run, compile, etc.
I have JRE installed, and I have setup my path variable to the .../bin directory.
When I run my ""Hello world"" in Notepad++, I get this message:
java.lang.UnsupportedClassVersionError: test_hello_world :
 Unsupported major.minor version 51.0
    at java.lang.ClassLoader.defineClass1(Native Method)
    at java.lang.ClassLoader.defineClassCond(Unknown Source)
       .........................................

I think the problem here is about versions; some versions of Java may be old or too new.

How do I fix it?
Should I install the JDK, and setup my path variable to the JDK instead of JRE?
What is the difference between the PATH variable in JRE or JDK?

","1,910,576",1595,384,java jvm incompatibility unsupported-class-version ,https://stackoverflow.com/questions/10382929/how-to-fix-java-lang-unsupportedclassversionerror-unsupported-major-minor-versi,51,"
The version number shown describes the version of the JRE the class file is compatible with.
The reported major numbers are:
Java SE 14 = 58,
Java SE 13 = 57,
Java SE 12 = 56,
Java SE 11 = 55,
Java SE 10 = 54,
Java SE 9 = 53,
Java SE 8 = 52,
Java SE 7 = 51,
Java SE 6.0 = 50,
Java SE 5.0 = 49,
JDK 1.4 = 48,
JDK 1.3 = 47,
JDK 1.2 = 46,
JDK 1.1 = 45

(Source: Wikipedia)
To fix the actual problem you should try to either run the Java code with a newer version of Java JRE or specify the target parameter to the Java compiler to instruct the compiler to create code compatible with earlier Java versions. 
For example, in order to generate class files compatible with Java 1.4, use the following command line:
javac -target 1.4 HelloWorld.java

With newer versions of the Java compiler you are likely to get a warning about the bootstrap class path not being set. More information about this error is available in a blog post New javac warning for setting an older source without bootclasspath.
",1963,"
java.lang.UnsupportedClassVersionError happens because of a higher JDK during compile time and lower JDK during runtime.
",373,https://stackoverflow.com," 
i trying use notepad   all in one tool edit  run  compile  etc 
i jre installed  setup path variable     bin directory 
when run  hello world  notepad    get message 
java lang unsupportedclassversionerror  test hello world  
 unsupported major minor version 51 0
    java lang classloader defineclass1 native method 
    java lang classloader defineclasscond unknown source 
                                                

i think problem versions  version java may old new 

how fix it 
should install jdk  setup path variable jdk instead jre 
what difference path variable jre jdk 

", fix java lang unsupportedclassversionerror  unsupported major minor version, java jvm incompatibility unsupported class version 
102,1799284,1784780,How to break out of jQuery each Loop,"
How do I break out of a jQuery each loop?
I have tried:
 return false;

In the loop but this did not work. Any ideas?
Update 9/5/2020
I put the return false; in the wrong place. When I put it inside the loop everything worked.
","523,135",706,99,jquery loops ,https://stackoverflow.com/questions/1784780/how-to-break-out-of-jquery-each-loop,7,"
To break a $.each or $(selector).each loop, you have to return false in the loop callback.
Returning true skips to the next  iteration, equivalent to a continue in a normal loop.
$.each(array, function(key, value) { 
    if(value === ""foo"") {
        return false; // breaks
    }
});

// or

$(selector).each(function() {
  if (condition) {
    return false;
  }
});

",1235,"
According to the documentation return false; should do the job. 

We can break the $.each() loop [..] by making the callback function
  return false.

Return false in the callback:
function callback(indexInArray, valueOfElement) {
  var booleanKeepGoing;

  this; // == valueOfElement (casted to Object)

  return booleanKeepGoing; // optional, unless false 
                           // and want to stop looping
}

BTW, continue works like this:

Returning non-false is the same as a continue statement in a for loop; it will skip immediately to the next iteration.

",57,https://stackoverflow.com," 
how break jquery loop 
i tried 
 return false 

in loop work  ideas 
update 9 5 2020
i put return false  wrong place  put inside loop everything worked 
", break jquery loop, jquery loop 
